	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S1	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S35	S36	S37	S39	S3	S40	S4	S5	S6	S7	S8	S9
M00243	0	0.0174491786	0.0758380894	0	0.0137298199	0.0251086648	0	0.0379831896	0.0071562372	0	0.0490352273	0	0	0	0.1018062318	0	0	0.0040291162	0.0850770700	0	0	0	0	0.0829929683	0.0069112256	0	0.0107669256	0.0742124123	0	0.0131471622	0.0322425465	0	0	0	0	0	0	0.0127559862
M00244	0.0436584887	0.1763953009	0.1092389439	0.1459669855	0.0606227455	0.0516219689	0.0870704931	0.1818151776	0.0880930593	0.0042428477	0.1238679897	0.1495144459	0.0958149621	0	0.1686807474	0.0675468068	0.1309485548	0.0962292157	0.0708900212	0.0492562031	0	0.1000580006	0	0.4428785017	0.1017599487	0.0801766741	0.0842517671	0.0493666144	0.1521893104	0.1490590059	0.1121311039	0.0943305819	0.1177680426	0.1106030505	0	0.1971526806	0.1309657793	0.2090406015
M00245	1.2486460889	0.7279024929	1.5474089677	1.8585984250	0.7325396478	1.4684216470	1.6249264303	0.9793528352	0.8713034356	0.1820991690	1.4367227326	1.0140663855	1.7681347872	3.1858294108	1.3577260274	0	0	1.4401875046	1.5918918237	1.9091607086	2.0585989982	0	0	1.1118616371	1.0657493339	0	1.7132894834	0	1.1352596173	1.5189183667	0.7848726837	1.1886777203	0	0	1.6724106739	0	0	0.9136103577
M00246	1.2486460889	0.7279024929	1.5474089677	1.8585984250	0.7325396478	1.4684216470	1.6249264303	0.9793528352	0.8713034356	0.1820991690	1.4367227326	1.0140663855	1.7681347872	3.1858294108	1.3577260274	0.8469566479	1.0081501515	1.4401875046	1.5918918237	1.9091607086	2.0585989982	1.2420864019	1.8985803540	1.1118616371	1.0657493339	1.0140705133	1.7132894834	1.2770965518	0	1.5189183667	0.7848726837	1.1886777203	0.4716096394	0.6107343544	1.6724106739	0.7310896832	1.0067142790	0.9136103577
M00247	0.7617266415	0.2492432691	1.0120967360	0	0.6710640527	0.4321041113	0.5579055512	0.4907853854	0.2141021362	1.2538193881	0.9545351598	0.8450284618	0.7543084606	0.9254348932	0.5097385673	0.8841511055	0.4150355866	0.6017412380	0.8869053096	0.7732222259	1.1770105988	0.7261231379	0.9343731791	0.1785737492	0.3102137674	1.1445539596	0.7145431512	0.8177218803	0.4818974415	0.6043461682	0.2853961392	0.3099638542	0	0	0	0.4221798967	0.4150901788	0.3533245775
M00248	1.9226201246	2.1427903400	2.7050578760	3.2803101448	2.0609288186	2.3736208960	2.2521081004	2.1510740921	2.5676043961	1.9715185325	2.0786456100	2.4383896439	1.7058382696	2.5283065358	1.6381708834	2.1424277952	2.7603132301	3.2630014706	1.8550152419	2.9732260751	2.4769691605	2.6010420694	1.8156399565	3.5572729698	1.8425393416	2.3938560780	2.2089866935	3.1332321647	2.6172846960	2.4012434890	2.4432056240	1.8973620470	2.0819030528	3.3172959133	2.8268112533	1.9657027416	2.7627031695	1.7011780794
M00249	0	0	0	0.9016947751	0.1354098981	0	0	0	0.0730670761	0	0	0	0	0	0	0	0	0.0800932827	0	0	0	0	0	0.3887473130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00250	0.6526009116	0.6158613283	0.7114446610	0	0.1439955192	0.5046245856	0.3916736988	0.5191134116	0.6585688847	0.0314778758	0.7274440196	0.7467499760	0.5202060761	1.3267881487	0.4823977389	0.4734897308	0	0.8280514410	0.3219189139	0.9226804329	0.8408876551	0.4873521108	1.0295673141	0.4205558995	0.2819398391	1.3088836410	0.7013859076	0.4263168539	0.7891166319	0.4201656117	0.1408857693	0.4917501067	0	0.5913370838	0.2590177689	0.5794513462	0	0.3498251916
M00251	0	0	0.4337557428	0	0	0.0155863856	0	0.1107522472	0	0	0	0.0359605354	0	0	0	0	0	0.1887839367	0.2598160421	0	0	0	0	0	0	0.3657357137	0.0986158014	0	0.1401429261	0.0966269506	0.0415615180	0.0843561455	0	0	0	0	0	0
M00253	0	0.0402757199	0.0366248699	0	0.0308778810	0.0492055793	0.0365644505	0	0	0.0385272381	0	0.0152995227	0	0	0	0	0	0.0494479746	0	0	0	0	0	0.0555174578	0	0	0.0295203757	0	0	0.0832266995	0.0526459283	0.0414750233	0	0	0	0	0	0
M00254	4.2236182045	3.4515460451	3.0902281677	3.1987897630	1.7850109688	2.6384496134	2.2621507859	2.9830526199	2.9519559709	1.2097082955	1.9390835000	2.6938247499	2.1467351554	3.8426407259	2.5803935388	2.5666245369	3.9178315216	2.8031276750	1.9530312799	3.2314895518	3.5383142938	2.8710898670	1.6748059762	2.6353173576	3.0286398776	2.8000891181	2.6489157574	3.1090841018	3.0362828341	2.7333898482	3.4686069557	2.7653811402	3.8872780556	3.4742682552	1.8840051437	2.5487604207	3.9184286720	3.2069804045
M00255	1.1030169881	1.0688687044	0.6110581308	0.7392224809	1.3148490763	0.4560959594	0.7042936637	0.8905789003	1.0383479611	0.8491574966	0.7359542550	0.7698580738	0.7324084594	0.9526832580	0.8364132201	1.0704559115	0.9310291709	0.7238982353	0.4909382090	0.4940885282	0.3103165126	0.2343103591	0.5843280309	1.1395434425	0.8070710269	0.9333659928	0.7998609862	0.8429691029	0.7862560476	0.7179358421	1.0987892468	0.6141495465	0.8349451940	1.3848723729	1.5341836362	1.0874284060	0.9311516348	1.0476480543
M00256	0.9682760734	1.0522076567	0.5391383785	1.0254309963	0.6117837248	0.5414954348	0.6654688315	0.8574546101	1.1241679285	0.2212235909	1.4235127074	0.8706205164	0.5060715375	0.8798827605	0.9455743911	1.0684039439	1.0513320699	1.0772294599	0.8272779179	0.4020570844	0.7622146056	0.6628024429	0.5982707261	0.8394200164	0.9934461073	0.8091034949	0.7849644241	0.8264241015	0.7789785686	0.7882345252	1.0121177323	0.8191113120	0.8708129850	0.7916772811	1.9014393092	1.0356527683	1.0514703580	1.0930797684
M00258	6.3423156307	6.5600042079	4.9776049947	4.9697486866	3.3490061904	4.4690350227	5.4481551415	5.8564565132	6.6748854354	1.8627442702	5.1277743028	5.3475172427	6.1099085171	5.6980143344	4.8589919658	7.0515222713	8.7959311466	6.0074593056	4.7414794710	6.1441142765	5.5048824777	3.9917413321	6.4520627022	4.8859400696	5.0657487109	5.2060109064	6.2876569306	4.7162233230	5.6647569180	5.3665344335	6.8607546682	4.7871851879	7.8395664168	6.4071340704	5.1938733867	4.7182626795	8.7970881286	5.7217481166
M00259	0	0	0	0	0.2900105369	0	0	0	0	0	0	0	0	0	0	0.1646384150	0	0	0	0	0	0	0	0.2813153038	0.0683289111	0	0	0.2781331457	0	0	0	0	0	0	0.3691491047	0	0	0
M00260	1.1225080630	1.0834760536	0.7858589843	0.4472893711	0.7785846940	0.6584216856	0.7359321177	0.8924357004	0.8803576960	0.6839738533	0.8195510909	0.8079421532	0.7763057616	0.5905008435	0.7862758426	1.1674292354	0.9972851960	0.8928375087	0.3768624612	0.6594733794	0.6269641093	0.7435836872	0.6191713292	0.8686961228	0.8888156334	0.8135155829	0.8182006429	0.8118604946	0.9256673032	0.9040404939	0.9958055509	0.9244953374	1.1905436405	0.6981634364	0.5966176616	0.8144342740	0.9974047247	0.9709611978
M00265	0.2116830317	0.0752931368	0.1088073975	0.4404108862	0.3549916890	0.0440610502	0.0973577942	0.1158280940	0.1984869732	0.2752261717	0.2160341185	0.0647512635	0.3076304511	0	0.1234381123	0.1812066513	0.1753256349	0.1628328820	0.1360024287	0.4492119771	0.5756996082	0.2378422754	0.3183500042	0.3701012992	0.1777339480	0.1652871055	0.1130386409	0.1564099569	0.1003125032	0.0942730822	0.1091463627	0.1318181310	0.1242323417	0	0.4897432388	0.1254725398	0.1753486965	0.0326696240
M00266	0	0.0608616785	0.0416141456	0.6586822352	0.5482955799	0.0342758298	0.0983500952	0.0781749338	0.2582418750	0.5941671473	0.1529028755	0.0669529963	0.1974335301	0	0.0826970476	0.2101179321	0	0.1888034614	0.1881233623	0	0.4624539433	0.1314366040	0	0.4470559580	0.1789673628	0.2697037197	0.1026929424	0.1237080727	0.0600698497	0.1137106672	0.0969724184	0	0	0.6291232220	0.6051126784	0.1429920576	0	0.0184816365
M00267	0	0.0453969498	0	0.0547409816	0.2632145329	0.0549721203	0.0670670731	0.0659527130	0.0577684215	0.3692605195	0.1953784780	0.0879138201	0	0	0.0337175093	0.1564743708	0.1077955341	0.1234327429	0	0	0.1785801660	0.1537410361	0	0.0939416033	0.0729320029	0.1270292246	0.1103798584	0.0792392331	0.0678739018	0.0726062963	0.0544190500	0	0.0855315387	0	0.4113344562	0.0940907922	0.1078097131	0.0282905400
M00268	0	0	0	0	0.4702000560	0	0.0591314925	0.0431031855	0	0.5937691885	0.1719852926	0	0	0	0	0.2485276756	0	0.0974506823	0.0977907321	0	0	0	0	0	0.1097550091	0	0.0628296399	0	0	0.0510078004	0.0734767594	0	0	0	0.5448956666	0	0	0
M00269	0	0.0623775135	0	0.1661384287	0.0573937603	0.0176992867	0.0423951454	0.0633744122	0.0452281675	0	0.0675113091	0	0	0	0	0.0680618069	0.1384267102	0.0682680324	0.0871905732	0	0.2285776084	0.1534617201	0	0.0717664107	0.0451964377	0	0.0393385482	0.0643328100	0.0461003706	0.0428443251	0.0537774808	0.0485102466	0	0	0	0.0610113399	0.1384449183	0.0353558343
M00270	0	0	0	0.3859253426	0.3776508850	0.0374421646	0	0.0593339883	0.2555064034	0	0	0.1193273502	0.1850208745	0	0.1075682035	0.2282298103	0	0.1474550577	0.2228375216	0	0	0.1869637992	0.2870176194	0.3826226823	0.1376562714	0	0.0929052067	0.1777832731	0	0.0736362481	0.0754656935	0.1204781473	0	0	0.5501149306	0	0	0.0602407982
M00271	0.1737756753	0.1335903289	0.1264542029	0.6981300851	0.2480427843	0.0818963251	0.0852826953	0.1275581591	0.0928538252	0.0601929064	0.1243803239	0.1059962920	0.2220462008	0	0.0927642789	0.1634634100	0.4818336378	0.2915371781	0.2084318411	0.2922209743	0.5559867915	0.1676480641	0.2183427606	0.2954329961	0.1612193709	0.2798675973	0.2363738512	0.2021979181	0.1319676722	0.1094159953	0.1416312551	0.1594325717	0	0	0.5975301487	0.1292004439	0.4818970163	0.0717566181
M00272	0	0	0	0	0.3090696732	0	0	0	0	0	0	0	0	0	0	0	0	0.0957787771	0	0	0	0	0	0	0.1333602631	0	0	0	0	0	0	0	0	0	0	0	0	0
M00273	0.3118045304	0.1346959171	0.1790979264	1.3754989324	0.7405001812	0.1924088831	0.1562986288	0.1588483603	0.3757675628	0.0396108289	0.2415511464	0.1692847002	0.3241363729	0.2715387166	0.2065987394	0.1906863373	0.3328866236	0.3489809030	0.3649224896	0.2614373687	0.2865143836	0.3536040641	0	0.7080725630	0.3223464316	0.3874681625	0.2394869046	0.4946241968	0.2990502807	0.1343280405	0.1302530212	0.2688855670	0	0	1.1350930213	0.1569768415	0.3329304102	0.1016738645
M00274	0	0.0567697213	0	0.6825686834	0.5767559916	0	0.0386631102	0	0.2034939234	0.0599995479	0	0	0.1348589998	0	0	0.3866609340	0	0.2243291316	0	0.4611718131	0	0	0	0.4812866326	0.2731572224	0.3349932205	0.0429755836	0	0	0.0587761072	0	0	0	0	1.0481477818	0	0	0
M00275	0	0.0555405024	0	0.3908136608	0.5774995902	0	0.1370337989	0.1620705720	0.0872723974	0.7268482183	0	0.0933335502	0	0.2790557615	0.1059731764	0.2658274675	0.2299984886	0.5280888555	0.3621415543	0	0.8092195538	0.2347172446	0.4081280388	0.4544316086	0.2215948978	0.9093778357	0.1201613357	0.2262610060	0.3232942476	0.1164033737	0.1939787915	0	0	0	1.1966778016	0	0.2300287417	0.2173961966
M00276	0	0.2477025432	0.2452953312	1.8524953056	0.9588003972	0.1199670850	0.2283948229	0.2910962736	0.4077526203	0	0	0.2730224066	0.5029198105	0	0.1936421978	0.4488474871	0.6143943022	0.4743794936	1.0809043667	0.7818665576	0	0.2778810644	0.3384854977	0.8734342673	0.5583133065	1.6537093409	0.3225736838	1.0855631811	0.3708259976	0.2242958909	0.3600223460	0.4574511095	0	0	2.3978144186	0.1401236992	0.6144751172	0.0579384786
M00277	0	0.0950941198	0	0.4662344570	0.3275048348	0.0129901926	0.0266818836	0.1119403890	0.2935758432	0	0	0	0.3539011698	0	0	0.1761142011	0.2274215605	0.1672466733	0.1815169671	0	0	0	0	0.4466636781	0.1959302420	0.1652794082	0.0954721470	0.2345940262	0.0593890699	0.0918777421	0.1096493638	0.0497290687	0.2682693341	0	0.4476056490	0	0.2274514747	0
M00278	0	0	0	0.4479644045	0.0380143063	0	0	0	0.1015991625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1425845423	0.0658726027	0.3975237628	0	0	0	0	0	0	0	0	0	0	0	0
M00279	0.2571971185	0.3365585352	0.1334318347	0.7857555418	0.7079122432	0.0613263770	0.1512831491	0.3316319069	0.4567436797	0	0.1428155529	0.1995903849	0	0	0.1397823217	0.1850885597	0	0.4235456337	0.1177566552	0	0	0	0	0.7813803648	0.5119518627	1.0286424202	0.1913654113	0.4789122245	0.1581863962	0.1147738981	0.1825408469	0.2766396225	0	0.3294950805	0.9454544902	0.3523931744	0	0.2029176912
M00280	0	0	0	0.5765439644	0.2983323179	0	0	0	0	0	0	0	0	0	0	0	0	0.0365891842	0	0	0	0	0	0.2753008951	0.1027991218	0	0.0192888135	0	0	0	0.0556451926	0	0	0	1.1031185508	0	0	0
M00281	0	0	0	0	0.0075310888	0	0	0	0	0	0	0	0	0	0	0	0	0.0166740838	0	0	0	0	0	0	0	0	0.0096269189	0.0795695478	0	0	0.0233484698	0	0	0	0	0	0	0
M00282	0.1201762185	0.0591908573	0.0956898641	0.4274195127	0.2336180648	0.0500789345	0.0968087502	0.0549423074	0.1405197180	0.2369464951	0.0816109038	0.0532359022	0.1268805455	0	0.0581361878	0.0797829781	0.1658669333	0.1556152757	0.1014306491	0.2081301737	0.2562783104	0.1946428475	0	0.2565794849	0.1266963773	0.2114865215	0.1040250547	0.1903148752	0.0641863333	0.0783699135	0.0456364942	0.0630170861	0.0851288117	0	0.1795681141	0.0865208370	0.1658887508	0.0367168021
M00283	0	0.0775475586	0	0.4899343992	0.8004841630	0	0	0	0.2069582506	1.7113872859	0	0	0	0	0	0	0	0.1445498701	0.2828331837	0.1732000556	0	0	0	0.6154999005	0.3132381920	0	0.0588575159	0	0	0	0.0629209440	0	0	0	0.5779230218	0	0	0
M00287	0	0.0268520474	0	0.7367980327	0.3120825936	0.0181123138	0	0.0517224726	0.2221718173	0	0	0	0	0.2677859139	0	0.1792297558	0	0.1328918726	0	0	0.1883623949	0	0	0.6350861062	0.2564791041	0.1225164141	0.0821089163	0.1931904020	0.0445016407	0.0325336120	0.0119898402	0.0390914842	0	0	0	0	0	0.0260879056
M00290	0	0	0	0	0.0529115028	0	0	0	0	0.1443836755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209775661	0	0	0.0225649384	0	0	0	0	0	0	0	0
M00299	1.1583507846	1.0346300976	0.8517039597	0.9508207910	1.3304087002	0.5514186342	0.7753800367	0.7801577824	0.8825052430	1.4051497385	0.9065443661	0.7723763669	1.0368613236	1.2393354286	0.7482074474	0.7256637953	1.2397548906	0.8714639616	0.5699408470	1.1121921765	1.3355376970	0.8470435214	1.0175904536	1.0813155586	0.8157107583	0.8924053350	0.7760288129	0.8629277832	0.9922813659	0.8049466334	0.9286811908	0.9408556995	0.9775359890	0.6290698166	0.8542032250	0.9944451298	1.2393401303	0.8433919981
M00300	0	0.0170710545	0	0.2806133148	0.2362088866	0	0	0	0	0	0	0	0	0	0	0	0	0.0351849578	0	0	0	0	0	0.1097389496	0.0537503742	0	0.0107455610	0	0	0	0	0	0	0	0	0	0	0
M00304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136463566	0	0	0	0	0	0	0	0	0.0108320596	0	0	0	0	0	0	0	0	0	0	0
M00306	0	0.0511966500	0	1.1855980154	0.6741791342	0	0	0	0.1639062089	0	0	0	0.0677193916	0.2474947341	0.0333880648	0	0.0977319694	0.1564977414	0	0	0	0	0	0.4141931329	0.2442095402	0	0.0236774443	0.0464230002	0	0.0049774396	0.0424558412	0.1661924932	0	0	1.6432915234	0.1169237926	0.0977448247	0
M00307	0	0.3830089555	0.1561613979	0.3369435069	0.5144905272	0.1448918317	0.1814688744	0.2478738608	0.4180897955	0	0	0.1968339540	0	0	0.3454710979	0.2384701853	0	0.2424893952	0	0	0	0	0	0.5393864294	0.3397474725	0	0.2201445661	0	0	0.2293926029	0.3682727558	0.2456862629	0	0	0.3371119078	0.1854626395	0	0.2828326857
M00308	0.7873064806	1.0584999278	1.1443370751	1.0628043285	0.9932546544	0.6332342351	1.0302605460	1.2491740628	0.8068306174	0.9759092341	0.7139663539	0.6433115842	1.4740088606	1.8710223053	0.7746635041	1.0678648984	1.0477560529	0.8783697094	0.5701699618	1.3453804534	0.6424961937	1.0971401704	0.8951251394	1.0626174824	0.9204974046	0.6589504943	1.2655691387	0.9565334912	1.2191457747	0.9985150771	0.9104402029	1.0381413205	0.9193182541	1.2427716591	1.0429354936	0.8578952973	1.0478938706	0.9673621779
M00310	0	0	0	0	0.5888957604	0.0418212623	0	0	0	1.3383726926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0810223947	0	0	0	0.1258623532	0	0	0	0	0	0	0
M00311	1.5100179971	1.5288175908	0.8983261186	0.2684185195	1.2487701154	0.7529198793	0.8366016856	1.3168490588	1.5115934840	1.7068563242	0.9425513091	1.0923643529	0.6802173312	0	1.2213849561	0.8894065635	1.3453835146	0.8871440315	0.4800753425	0.6245942942	0.9786949539	0.2368132016	0	1.3165187338	1.1334351904	1.0536596636	0.8077904219	0.7593057235	1.0563913948	1.1337926321	1.0724649543	1.3633054727	1.6706726715	2.6517521394	0	1.2543919648	1.3455604811	1.5872428388
M00312	0	0.0194739153	0	0	0.0471030774	0.0155724090	0.0121033668	0.0182076877	0.0363324913	0.0693729895	0	0	0	0	0	0	0	0.0183995534	0	0	0	0	0	0	0.0181722769	0	0.0090592742	0	0.0125797931	0.0159054139	0.0140543648	0.0244932028	0	0	0	0	0	0.0187631226
M00313	0.7647673795	0.7590246704	0.2208134820	0	0.2203127715	0.3752541493	0.4276809925	0.6724481722	0.8063480793	0	0.4301502240	0.5138585915	0.6431038470	0	0.5542015700	0.3317593312	0.5752156449	0.4593384133	0.2454549074	0.2992042605	0	0.2252959810	0	0.7588321431	0.4476538057	0.3963655316	0.5288042671	0.4270102435	0.5523248160	0.5632949512	0.6948364267	0.7332941724	0.6280732014	1.1417183968	0	0.5900875315	0.5752913065	0.6849554267
M00317	0	0	0	0.7054785076	0.2906801023	0	0	0	0.0829059058	0	0	0	0	0	0	0.3557336857	0	0.0611996473	0	0	0	0	0	0.6344090325	0.0888202879	0	0.0316153538	0	0	0	0	0	0	0	0	0	0	0
M00318	0	0	0	0	0.0083764254	0.0050460424	0	0	0	0	0	0	0	0	0	0	0	0	0.0591403825	0	0	0	0	0.0382576078	0	0	0.0025268410	0	0	0	0	0	0	0	0	0	0	0
M00319	0	0	0	0	0.0087088627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103494487	0	0	0.0225481880	0	0	0	0	0	0	0	0	0	0	0
M00320	0.6012785535	0.4149323565	0.1875780234	0.2881131371	0.8077827665	0.1329575568	0.2931741797	0.3815992343	0.4692195161	0.4653176655	0.3690796442	0.2539379907	0.4676160914	0.4777222643	0.3694554723	0.3373285067	0.3497833025	0.2709525200	0.2567288646	0.1170394366	0.1439962813	0.3418011962	0.2438828949	0.7900891733	0.4794739510	0.3033687534	0.2548450137	0.1947941218	0.2771758596	0.3167770339	0.4606969120	0.2878306639	0.4266109070	0	0.5416859238	0.4340734879	0.3498441277	0.4996538948
M00324	0	0.0608979976	0.0117165925	0.5935001617	0.4181638892	0.0401814803	0.0340598406	0.0483689641	0.1380978354	0.0300398641	0.0329141477	0.0225245006	0.1656825899	0.1008733435	0.0561597007	0.1801160488	0.0348941423	0.2297295375	0.0164406104	0	0	0.2137511188	0	0.3880022362	0.2015780116	0	0.0667462530	0.1217530489	0.0453081661	0.0401396324	0.0659824527	0.0515837912	0	0	0.7462395684	0.0459616694	0.0348987321	0.0504620906
